Year,Quarter,Name,Count
2016,1,Perl,10212
2016,1,Makefile,7924
2016,1,Jupyter Notebook,7903
2016,1,CoffeeScript,7235
2016,1,R,5839
2016,1,TeX,5770
2016,1,SCSS,5725
2016,1,Groovy,5670
2016,1,Clojure,5493
2016,1,Kotlin,5378
2016,1,Lua,5127
2016,1,Rich Text Format,4626
2016,1,DM,4577
2016,1,Elixir,4044
2016,1,Haskell,3982
2016,1,Erlang,3862
2016,1,Emacs Lisp,3593
2016,1,Nix,3536
2016,1,Julia,3400
2016,1,Puppet,3009
2016,1,OCaml,2878
2016,1,Vim Script,2783
2016,1,Dart,2405
2016,1,MATLAB,2263
2016,1,XSLT,1854
2016,1,Visual Basic,1834
2016,1,SaltStack,1735
2016,1,Common Lisp,1455
2016,1,YAML,1263
2016,1,Chapel,1236
2016,1,CMake,1197
2016,1,SQF,1193
2016,1,Dockerfile,1088
2016,1,PLSQL,1088
2016,1,Markdown,1078
2016,1,Fortran,994
2016,1,F#,972
2016,1,Vue,963
2016,1,Processing,941
2016,1,Modelica,934
2016,1,Mustache,916
2016,1,Scheme,862
2016,1,Jinja,837
2016,1,Bicep,835
2016,1,Assembly,798
2016,1,Haxe,785
2016,1,Smarty,712
2016,1,ooc,684
2016,1,D,674
2016,1,Less,651
2016,1,PLpgSQL,628
2016,1,Objective-C++,620
2016,1,Haml,607
2016,1,PostScript,606
2016,1,Smalltalk,605
2016,1,Mathematica,595
2016,1,Nim,595
2016,1,Roff,587
2016,1,GLSL,583
2016,1,Pascal,521
2016,1,Liquid,517
2016,1,TSQL,513
2016,1,WebAssembly,468
2016,1,Elm,445
2016,1,BitBake,433
2016,1,ColdFusion,411
2016,1,QML,408
2016,1,Arduino,400
2016,1,Crystal,392
2016,1,Game Maker Language,391
2016,1,HCL,388
2016,1,Batchfile,387
2016,1,GAP,380
2016,1,Gherkin,376
2016,1,AutoHotkey,344
2016,1,Objective-J,344
2016,1,Racket,334
2016,1,RobotFramework,326
2016,1,RAML,323
2016,1,FreeMarker,320
2016,1,Logos,320
2016,1,Standard ML,314
2016,1,Vala,313
2016,1,GCC Machine Description,305
2016,1,LiveScript,296
2016,1,SourcePawn,285
2016,1,Twig,279
2016,1,Cuda,276
2016,1,ActionScript,270
2016,1,Nunjucks,270
2016,1,ASP,269
2016,1,ApacheConf,265
2016,1,Jsonnet,261
2016,1,Sass,242
2016,1,Starlark,241
2016,1,Handlebars,237
2016,1,Stylus,233
2016,1,Wikitext,203
2016,1,JSON,196
2016,1,PureScript,194
2016,1,Groff,193
2016,1,Raku,193
2016,1,LSL,191
2016,1,reStructuredText,187
2016,1,Coq,183
2016,1,Eagle,173
2016,1,XQuery,165
2016,1,Red,152
2016,1,Verilog,152
2016,1,EJS,144
2016,1,NetLogo,143
2016,1,Pug,142
2016,1,Eiffel,135
2016,1,Bikeshed,134
2016,1,SystemVerilog,131
2016,1,VHDL,129
2016,1,POV-Ray SDL,127
2016,1,Tcl,127
2016,1,M4,125
2016,1,AutoIt,120
2016,1,Xtend,118
2016,1,SQLPL,116
2016,1,VBScript,115
2016,1,Cython,113
2016,1,YARA,107
2016,1,1C Enterprise,104
2016,1,Prolog,102
2016,1,Terra,97
2016,1,Vim Snippet,97
2016,1,API Blueprint,95
2016,1,LabVIEW,94
2016,1,Perl 6,90
2016,1,Visual Basic .NET,87
2016,1,Ada,85
2016,1,MoonScript,80
2016,1,Slash,80
2016,1,Web Ontology Language,79
2016,1,Apex,78
2016,1,Inform 7,77
2016,1,SAS,77
2016,1,OpenSCAD,74
2016,1,AMPL,73
2016,1,ANTLR,73
2016,1,LoomScript,72
2016,1,AGS Script,71
2016,1,LilyPond,71
2016,1,mIRC Script,71
2016,1,ZenScript,70
2016,1,ReScript,68
2016,1,Yacc,66
2016,1,CartoCSS,65
2016,1,SWIG,65
2016,1,Smali,65
2016,1,Agda,64
2016,1,VBA,64
2016,1,Pan,62
2016,1,Brightscript,61
2016,1,INI,59
2016,1,Common Workflow Language,56
2016,1,IDL,56
2016,1,Isabelle,56
2016,1,hoon,56
2016,1,Slim,54
2016,1,Dylan,53
2016,1,Factor,50
2016,1,KiCad Layout,49
2016,1,Gosu,44
2016,1,Squirrel,44
2016,1,Meson,39
2016,1,Thrift,39
2016,1,Macaulay2,35
2016,1,Fluent,34
2016,1,Inno Setup,34
2016,1,NSIS,34
2016,1,Svelte,34
2016,1,GDScript,32
2016,1,Nasal,32
2016,1,SMT,32
2016,1,NASL,31
2016,1,YASnippet,31
2016,1,KRL,30
2016,1,Pony,30
2016,1,PicoLisp,29
2016,1,Nginx,28
2016,1,Stata,28
2016,1,ASL,27
2016,1,Brainfuck,26
2016,1,UnrealScript,26
2016,1,Click,24
2016,1,Hack,24
2016,1,Mercury,24
2016,1,XC,24
2016,1,xBase,24
2016,1,Blade,23
2016,1,ECL,23
2016,1,Awk,22
2016,1,JetBrains MPS,22
2016,1,Max,22
2016,1,Oz,21
2016,1,Astro,20
2016,1,Ren'Py,20
2016,1,Riot,19
2016,1,Harbour,18
2016,1,Stan,18
2016,1,Classic ASP,16
2016,1,Protocol Buffer,16
2016,1,COBOL,14
2016,1,MAXScript,14
2016,1,Mako,14
2016,1,OpenEdge ABL,14
2016,1,Augeas,13
2016,1,AppleScript,12
2016,1,Modula-2,12
2016,1,Forth,11
2016,1,Solidity,11
2016,1,SuperCollider,11
2016,1,Ceylon,10
2016,1,Csound Document,10
2016,1,GAMS,10
2016,1,HyPhy,10
2016,1,VCL,10
2016,2,JavaScript,492670
2016,2,Java,246605
2016,2,Python,232993
2016,2,Ruby,225536
2016,2,HTML,146481
2016,2,PHP,143228
2016,2,C++,121215
2016,2,C#,68897
2016,2,Go,64732
2016,2,CSS,53533
2016,2,C,53298
2016,2,TypeScript,45551
2016,2,Shell,43963
2016,2,Scala,25511
2016,2,Swift,19598
2016,2,PowerShell,17633
2016,2,Objective-C,12990
2016,2,Rust,10490
2016,2,Perl,9130
2016,2,Jupyter Notebook,8740
2016,2,Makefile,7905
2016,2,CoffeeScript,7785
2016,2,DM,7262
2016,2,TeX,6965
2016,2,Groovy,6530
2016,2,R,6520
2016,2,Lua,6160
2016,2,SCSS,6069
2016,2,Clojure,5785
2016,2,Kotlin,5132
2016,2,Rich Text Format,5107
2016,2,Erlang,4865
2016,2,Elixir,4851
2016,2,Haskell,4607
2016,2,Julia,4489
2016,2,Nix,3585
2016,2,OCaml,3545
2016,2,Emacs Lisp,3048
2016,2,Vim Script,2663
2016,2,Puppet,2445
2016,2,D,2348
2016,2,Dart,2208
2016,2,SaltStack,2128
2016,2,MATLAB,2008
2016,2,XSLT,1788
2016,2,Common Lisp,1740
2016,2,YAML,1517
2016,2,F#,1494
2016,2,Visual Basic,1427
2016,2,Mustache,1303
2016,2,SQF,1290
2016,2,Dockerfile,1263
2016,2,CMake,1198
2016,2,Jinja,1191
2016,2,Modelica,1189
2016,2,Liquid,1171
2016,2,Bicep,1139
2016,2,Processing,1056
2016,2,HCL,963
2016,2,PLSQL,954
2016,2,Chapel,914
2016,2,Fortran,905
2016,2,Haxe,871
2016,2,Less,858
2016,2,Vue,808
2016,2,Elm,757
2016,2,Gherkin,726
2016,2,PostScript,720
2016,2,Racket,713
2016,2,TSQL,706
2016,2,Scheme,702
2016,2,Smarty,697
2016,2,Batchfile,692
2016,2,PLpgSQL,691
2016,2,Assembly,672
2016,2,Objective-C++,660
2016,2,Nim,646
2016,2,Mathematica,630
2016,2,Markdown,611
2016,2,Roff,590
2016,2,Arduino,555
2016,2,WebAssembly,541
2016,2,ASP,501
2016,2,Crystal,501
2016,2,LiveScript,470
2016,2,SQLPL,460
2016,2,Haml,449
2016,2,GLSL,442
2016,2,ooc,433
2016,2,EJS,412
2016,2,Pascal,407
2016,2,Prolog,392
2016,2,RAML,391
2016,2,QML,382
2016,2,FreeMarker,381
2016,2,Verilog,369
2016,2,Sass,368
2016,2,SourcePawn,352
2016,2,Smalltalk,349
2016,2,Twig,335
2016,2,BitBake,329
2016,2,Starlark,324
2016,2,Stylus,323
2016,2,XQuery,319
2016,2,Tcl,312
2016,2,Apex,309
2016,2,JSON,290
2016,2,ActionScript,276
2016,2,RobotFramework,270
2016,2,GAP,266
2016,2,Groff,265
2016,2,Xtend,250
2016,2,Game Maker Language,248
2016,2,Logos,245
2016,2,Handlebars,223
2016,2,ColdFusion,215
2016,2,Nunjucks,214
2016,2,Standard ML,203
2016,2,PureScript,201
2016,2,Jsonnet,199
2016,2,SAS,195
2016,2,VHDL,194
2016,2,ApacheConf,183
2016,2,Bikeshed,180
2016,2,Zephir,179
2016,2,Cuda,175
2016,2,Coq,171
2016,2,Vala,165
2016,2,Pug,161
2016,2,Raku,160
2016,2,Red,159
2016,2,Terra,154
2016,2,Smali,153
2016,2,LoomScript,142
2016,2,ANTLR,129
2016,2,M4,129
2016,2,Cython,127
2016,2,Thrift,124
2016,2,Eiffel,123
2016,2,Isabelle,121
2016,2,DIGITAL Command Language,106
2016,2,API Blueprint,102
2016,2,Ren'Py,102
2016,2,CartoCSS,100
2016,2,Eagle,96
2016,2,reStructuredText,94
2016,2,Slash,93
2016,2,POV-Ray SDL,92
2016,2,Inform 7,89
2016,2,Wikitext,89
2016,2,wdl,88
2016,2,LookML,85
2016,2,1C Enterprise,80
2016,2,Common Workflow Language,80
2016,2,Visual Basic .NET,79
2016,2,Macaulay2,77
2016,2,Vim Snippet,77
2016,2,IDL,71
2016,2,LilyPond,71
2016,2,Brainfuck,64
2016,2,Squirrel,63
2016,2,Gnuplot,62
2016,2,GAMS,60
2016,2,Web Ontology Language,60
2016,2,ASL,59
2016,2,SWIG,59
2016,2,NetLogo,54
2016,2,AutoHotkey,50
2016,2,AutoIt,50
2016,2,Gosu,50
2016,2,LLVM,49
2016,2,SuperCollider,49
2016,2,GCC Machine Description,48
2016,2,mIRC Script,48
2016,2,LSL,47
2016,2,Perl 6,45
2016,2,Objective-J,44
2016,2,YARA,44
2016,2,YASnippet,44
2016,2,Fluent,42
2016,2,Nginx,42
2016,2,Pan,39
2016,2,ReScript,39
2016,2,Stan,39
2016,2,Factor,38
2016,2,OpenEdge ABL,38
2016,2,Slim,38
2016,2,Yacc,38
2016,2,APL,37
2016,2,ECL,36
2016,2,SMT,35
2016,2,Xonsh,35
2016,2,hoon,35
2016,2,ABAP,32
2016,2,Protocol Buffer,31
2016,2,GDScript,30
2016,2,Inno Setup,29
2016,2,UnrealScript,29
2016,2,Astro,28
2016,2,Blade,28
2016,2,Papyrus,28
2016,2,AMPL,27
2016,2,Hack,27
2016,2,Pawn,27
2016,2,HyPhy,26
2016,2,Lex,26
2016,2,Riot,26
2016,2,ZenScript,26
2016,2,xBase,26
2016,2,F*,24
2016,2,IGOR Pro,24
2016,2,PicoLisp,24
2016,2,Slice,24
2016,2,Stata,24
2016,2,VBScript,24
2016,2,Agda,23
2016,2,Augeas,23
2016,2,SystemVerilog,23
2016,2,AppleScript,22
2016,2,Nextflow,21
2016,2,AGS Script,20
2016,2,HLSL,20
2016,2,Idris,18
2016,2,Mako,18
2016,2,Meson,17
2016,2,ASP.NET,16
2016,2,M,16
2016,2,VBA,16
2016,2,Nasal,15
2016,2,Bluespec,14
2016,2,Classic ASP,14
2016,2,Fantom,14
2016,2,INI,14
2016,2,MoonScript,14
2016,2,TXL,14
2016,2,Brightscript,13
2016,2,COBOL,13
2016,2,Grace,13
2016,2,AsciiDoc,12
2016,2,G-code,12
2016,2,MAXScript,12
2016,2,Rebol,12
2016,2,Solidity,12
2016,2,Berry,11
2016,2,NSIS,11
2016,2,Ragel,11
2016,2,Uno,11
2016,2,nesC,11
2016,2,CLIPS,10
2016,2,DTrace,10
2016,2,Monkey C,10
2016,2,NASL,10
2016,2,NWScript,10
2016,2,Oz,10
2016,2,VCL,10
2016,3,JavaScript,541901
2016,3,Python,246633
2016,3,Java,222863
2016,3,Ruby,216008
2016,3,PHP,134006
2016,3,HTML,129186
2016,3,C++,113869
2016,3,Go,71067
2016,3,C#,65271
2016,3,TypeScript,56908
2016,3,CSS,52046
2016,3,C,51959
2016,3,Shell,43645
2016,3,Scala,27906
2016,3,Swift,21685
2016,3,PowerShell,17601
2016,3,Objective-C,11305
2016,3,Rust,11114
2016,3,Jupyter Notebook,10803
2016,3,Makefile,10197
2016,3,Perl,9002
2016,3,DM,8385
2016,3,Lua,7486
2016,3,SCSS,6705
2016,3,Kotlin,6531
2016,3,Julia,6313
2016,3,R,6301
2016,3,Clojure,5979
2016,3,Groovy,5970
2016,3,Rich Text Format,5302
2016,3,CoffeeScript,5267
2016,3,Elixir,4967
2016,3,Haskell,4638
2016,3,Nix,4258
2016,3,Erlang,4058
2016,3,TeX,3839
2016,3,OCaml,3200
2016,3,Emacs Lisp,2769
2016,3,SaltStack,2704
2016,3,Puppet,2653
2016,3,D,2394
2016,3,Dockerfile,2355
2016,3,Vim Script,2325
2016,3,Dart,2019
2016,3,MATLAB,1729
2016,3,XSLT,1571
2016,3,Vue,1456
2016,3,Mustache,1408
2016,3,Fortran,1395
2016,3,GCC Machine Description,1334
2016,3,SQF,1246
2016,3,Haxe,1238
2016,3,Chapel,1229
2016,3,F#,1201
2016,3,Jinja,1155
2016,3,CMake,1071
2016,3,Common Lisp,1036
2016,3,PLpgSQL,966
2016,3,Scheme,877
2016,3,Liquid,844
2016,3,Batchfile,814
2016,3,Visual Basic,811
2016,3,Less,738
2016,3,Markdown,713
2016,3,YAML,700
2016,3,PostScript,695
2016,3,Smarty,659
2016,3,Nim,645
2016,3,TSQL,633
2016,3,HCL,629
2016,3,Bicep,627
2016,3,Elm,613
2016,3,Objective-C++,571
2016,3,Roff,568
2016,3,Arduino,563
2016,3,ASP,559
2016,3,Assembly,533
2016,3,Gherkin,523
2016,3,Twig,480
2016,3,FreeMarker,468
2016,3,MAXScript,468
2016,3,GLSL,467
2016,3,Processing,408
2016,3,Sass,400
2016,3,RAML,392
2016,3,XQuery,384
2016,3,PLSQL,381
2016,3,Crystal,372
2016,3,Tcl,372
2016,3,Modelica,368
2016,3,Starlark,365
2016,3,Stylus,353
2016,3,Pascal,324
2016,3,Apex,321
2016,3,Smalltalk,321
2016,3,EJS,320
2016,3,Handlebars,317
2016,3,BitBake,316
2016,3,Coq,310
2016,3,QML,295
2016,3,Haml,290
2016,3,Visual Basic .NET,287
2016,3,Racket,279
2016,3,DIGITAL Command Language,273
2016,3,RobotFramework,268
2016,3,ColdFusion,262
2016,3,Verilog,252
2016,3,Game Maker Language,248
2016,3,Standard ML,245
2016,3,Nunjucks,239
2016,3,Groff,238
2016,3,ActionScript,235
2016,3,Logos,234
2016,3,Bikeshed,230
2016,3,Protocol Buffer,219
2016,3,NSIS,215
2016,3,WebAssembly,213
2016,3,Eagle,212
2016,3,Mathematica,207
2016,3,CartoCSS,204
2016,3,Nginx,201
2016,3,LLVM,200
2016,3,ooc,198
2016,3,SourcePawn,194
2016,3,Raku,191
2016,3,Cuda,175
2016,3,Xtend,172
2016,3,Common Workflow Language,170
2016,3,Vala,170
2016,3,SAS,164
2016,3,Pug,162
2016,3,PureScript,160
2016,3,Prolog,156
2016,3,Ren'Py,148
2016,3,Jsonnet,141
2016,3,Nit,140
2016,3,SQLPL,140
2016,3,Terra,133
2016,3,VHDL,132
2016,3,ANTLR,120
2016,3,LiveScript,114
2016,3,M4,107
2016,3,YARA,107
2016,3,Web Ontology Language,106
2016,3,JSON,97
2016,3,SystemVerilog,95
2016,3,Blade,92
2016,3,Eiffel,90
2016,3,SWIG,89
2016,3,reStructuredText,89
2016,3,API Blueprint,87
2016,3,Cython,84
2016,3,Wikitext,84
2016,3,LoomScript,83
2016,3,AutoHotkey,80
2016,3,BlitzBasic,78
2016,3,KRL,78
2016,3,GAP,77
2016,3,Thrift,76
2016,3,ApacheConf,73
2016,3,VBA,72
2016,3,NetLogo,69
2016,3,1C Enterprise,68
2016,3,GDScript,67
2016,3,ASL,66
2016,3,Red,64
2016,3,RPC,62
2016,3,Mako,59
2016,3,mIRC Script,59
2016,3,AutoIt,58
2016,3,Inform 7,58
2016,3,Vim Snippet,58
2016,3,IDL,57
2016,3,OpenEdge ABL,53
2016,3,Grace,51
2016,3,Meson,51
2016,3,SMT,51
2016,3,Isabelle,50
2016,3,ZenScript,49
2016,3,Hack,47
2016,3,Slash,46
2016,3,LilyPond,45
2016,3,SuperCollider,44
2016,3,wdl,44
2016,3,Factor,41
2016,3,LookML,40
2016,3,Papyrus,40
2016,3,Ada,39
2016,3,AGS Script,38
2016,3,KiCad Layout,38
2016,3,Pan,38
2016,3,Objective-J,37
2016,3,F*,35
2016,3,Fluent,35
2016,3,NASL,35
2016,3,ECL,34
2016,3,Yacc,33
2016,3,AppleScript,32
2016,3,Monkey,32
2016,3,Xojo,32
2016,3,MoonScript,31
2016,3,Io,30
2016,3,Nextflow,30
2016,3,Augeas,29
2016,3,AMPL,28
2016,3,EQ,28
2016,3,Zephir,28
2016,3,Forth,26
2016,3,Gnuplot,26
2016,3,IGOR Pro,26
2016,3,Slim,26
2016,3,hoon,26
2016,3,COBOL,24
2016,3,QMake,24
2016,3,JetBrains MPS,23
2016,3,POV-Ray SDL,23
2016,3,PureBasic,23
2016,3,XS,23
2016,3,OpenSCAD,22
2016,3,Squirrel,22
2016,3,Stan,21
2016,3,Golo,20
2016,3,ReScript,20
2016,3,YASnippet,20
2016,3,xBase,20
2016,3,APL,18
2016,3,Awk,18
2016,3,Brainfuck,18
2016,3,GAMS,18
2016,3,Idris,18
2016,3,HyPhy,17
2016,3,Macaulay2,16
2016,3,Parrot,16
2016,3,XML,16
2016,3,AsciiDoc,14
2016,3,Frege,14
2016,3,HLSL,14
2016,3,Lasso,14
2016,3,Max,14
2016,3,Pawn,14
2016,3,nesC,14
2016,3,Volt,13
2016,3,CLIPS,12
2016,3,Gosu,12
2016,3,Kaitai Struct,12
2016,3,Stata,12
2016,3,VBScript,12
2016,3,ABAP,11
2016,3,Adblock Filter List,11
2016,3,Xonsh,11
2016,3,Jolie,10
2016,3,LabVIEW,10
2016,3,Oz,10
2016,3,Perl 6,10
2016,3,PicoLisp,10
2016,3,XPages,10
2016,4,JavaScript,576636
2016,4,Java,278624
2016,4,Python,265756
2016,4,Ruby,213783
2016,4,HTML,152139
2016,4,PHP,145485
2016,4,C++,125748
2016,4,Go,79814
2016,4,C#,79298
2016,4,TypeScript,72561
2016,4,C,63313
2016,4,CSS,55012
2016,4,Shell,52494
2016,4,Scala,29794
2016,4,Swift,26712
2016,4,PowerShell,23275
2016,4,Jupyter Notebook,11906
2016,4,Objective-C,11824
2016,4,Rust,10561
2016,4,Lua,9855
2016,4,Perl,9178
2016,4,Makefile,7886
2016,4,DM,7616
2016,4,Kotlin,7306
2016,4,CoffeeScript,6971
2016,4,R,6912
2016,4,TeX,6333
2016,4,Elixir,6029
2016,4,SCSS,6020
2016,4,Clojure,5847
2016,4,Groovy,5504
2016,4,OCaml,4785
2016,4,Julia,4650
2016,4,Erlang,4287
2016,4,Haskell,4145
2016,4,Nix,4081
2016,4,Rich Text Format,4015
2016,4,Vue,3842
2016,4,Puppet,2929
2016,4,Dart,2868
2016,4,Vim Script,2645
2016,4,Emacs Lisp,2617
2016,4,MAXScript,2384
2016,4,MATLAB,2348
2016,4,Dockerfile,2262
2016,4,XSLT,2050
2016,4,SaltStack,1764
2016,4,D,1646
2016,4,CMake,1576
2016,4,PLpgSQL,1559
2016,4,Batchfile,1510
2016,4,Fortran,1508
2016,4,Jinja,1384
2016,4,Assembly,1352
2016,4,F#,1311
2016,4,Mustache,1269
2016,4,Smarty,1210
2016,4,HCL,1154
2016,4,TSQL,1095
2016,4,SQF,1076
2016,4,Elm,1026
2016,4,ASP,1004
2016,4,Common Lisp,984
2016,4,Visual Basic,957
2016,4,Haxe,942
2016,4,Gherkin,881
2016,4,Modelica,854
2016,4,PostScript,790
2016,4,YAML,779
2016,4,GCC Machine Description,773
2016,4,Less,771
2016,4,Twig,763
2016,4,Mathematica,755
2016,4,FreeMarker,711
2016,4,Chapel,709
2016,4,Bicep,701
2016,4,Arduino,688
2016,4,GLSL,661
2016,4,Pascal,642
2016,4,Crystal,630
2016,4,Markdown,624
2016,4,RobotFramework,620
2016,4,PLSQL,610
2016,4,Handlebars,592
2016,4,Scheme,590
2016,4,Liquid,552
2016,4,Visual Basic .NET,537
2016,4,Nim,523
2016,4,LLVM,507
2016,4,PureScript,453
2016,4,Prolog,452
2016,4,Tcl,414
2016,4,Coq,412
2016,4,Verilog,404
2016,4,Standard ML,399
2016,4,Sass,396
2016,4,ColdFusion,393
2016,4,Roff,355
2016,4,Apex,341
2016,4,Smalltalk,340
2016,4,AGS Script,332
2016,4,Cuda,332
2016,4,DIGITAL Command Language,316
2016,4,WebAssembly,316
2016,4,Haml,311
2016,4,Processing,308
2016,4,SQLPL,300
2016,4,Racket,296
2016,4,Objective-C++,282
2016,4,Pug,280
2016,4,SourcePawn,277
2016,4,RAML,271
2016,4,Xtend,271
2016,4,Game Maker Language,270
2016,4,Stylus,265
2016,4,XQuery,262
2016,4,Logos,261
2016,4,BitBake,251
2016,4,LiveScript,251
2016,4,EJS,249
2016,4,QML,247
2016,4,ooc,246
2016,4,Starlark,235
2016,4,VHDL,234
2016,4,Groff,218
2016,4,Nunjucks,210
2016,4,Bikeshed,205
2016,4,M4,187
2016,4,Raku,187
2016,4,NSIS,182
2016,4,Jsonnet,181
2016,4,ApacheConf,179
2016,4,Vala,164
2016,4,ANTLR,154
2016,4,CartoCSS,154
2016,4,JSON,153
2016,4,GAP,150
2016,4,KiCad Layout,146
2016,4,API Blueprint,140
2016,4,AutoHotkey,137
2016,4,GDScript,136
2016,4,Hack,136
2016,4,Eiffel,130
2016,4,Stata,130
2016,4,NASL,129
2016,4,Eagle,124
2016,4,1C Enterprise,121
2016,4,Thrift,121
2016,4,Web Ontology Language,120
2016,4,LilyPond,114
2016,4,OpenEdge ABL,113
2016,4,Cython,105
2016,4,reStructuredText,101
2016,4,Objective-J,99
2016,4,ActionScript,98
2016,4,Slim,95
2016,4,Vim Snippet,89
2016,4,Ren'Py,87
2016,4,Inform 7,84
2016,4,Pan,84
2016,4,ASL,80
2016,4,Common Workflow Language,80
2016,4,SWIG,80
2016,4,Ada,79
2016,4,Grammatical Framework,78
2016,4,Terra,75
2016,4,Nginx,74
2016,4,Wikitext,66
2016,4,AMPL,65
2016,4,F*,64
2016,4,RPC,64
2016,4,NetLogo,62
2016,4,SAS,62
2016,4,mIRC Script,59
2016,4,Pawn,52
2016,4,AutoIt,50
2016,4,Yacc,49
2016,4,Meson,47
2016,4,Protocol Buffer,46
2016,4,Classic ASP,45
2016,4,q,45
2016,4,BlitzBasic,44
2016,4,Idris,44
2016,4,Fluent,43
2016,4,Nextflow,43
2016,4,Self,43
2016,4,SuperCollider,43
2016,4,Inno Setup,42
2016,4,LabVIEW,41
2016,4,AsciiDoc,40
2016,4,Factor,40
2016,4,Red,40
2016,4,Awk,39
2016,4,Blade,36
2016,4,Component Pascal,36
2016,4,Dhall,36
2016,4,OpenSCAD,36
2016,4,HLSL,34
2016,4,Modula-2,34
2016,4,POV-Ray SDL,33
2016,4,Nit,32
2016,4,YARA,32
2016,4,Perl 6,30
2016,4,PicoLisp,29
2016,4,ECL,28
2016,4,Papyrus,28
2016,4,Augeas,27
2016,4,ReScript,27
2016,4,hoon,27
2016,4,wdl,27
2016,4,COBOL,26
2016,4,IDL,26
2016,4,Stan,26
2016,4,Parrot,24
2016,4,Slice,24
2016,4,E,23
2016,4,INI,23
2016,4,Procfile,23
2016,4,JetBrains MPS,22
2016,4,XC,22
2016,4,NCL,21
2016,4,XProc,20
2016,4,nesC,20
2016,4,XML,19
2016,4,Adblock Filter List,18
2016,4,Uno,18
2016,4,Ceylon,17
2016,4,SRecode Template,17
2016,4,Lex,16
2016,4,Macaulay2,16
2016,4,Riot,16
2016,4,Slash,16
2016,4,X10,16
2016,4,ZenScript,16
2016,4,Agda,15
2016,4,IGOR Pro,15
2016,4,ABAP,14
2016,4,ChucK,14
2016,4,VBA,14
2016,4,Xonsh,14
2016,4,Brainfuck,13
2016,4,Volt,13
2016,4,YASnippet,13
2016,4,Brightscript,12
2016,4,Frege,12
2016,4,Kaitai Struct,12
2016,4,Oz,12
2016,4,SMT,12
2016,4,Smali,12
2016,4,xBase,12
2016,4,G-code,10
2016,4,HyPhy,10
2016,4,Lasso,10
2016,4,LoomScript,10
2016,4,Propeller Spin,10
2016,4,sed,10
2017,1,JavaScript,619368
2017,1,Python,310196
2017,1,Java,295486
2017,1,Ruby,242600
2017,1,HTML,165667
2017,1,PHP,163925
2017,1,C++,145109
2017,1,TypeScript,98281
2017,1,C#,93985
2017,1,Go,90390
2017,1,C,66241
2017,1,CSS,61535
2017,1,Shell,59682
2017,1,Scala,34719
2017,1,Swift,29185
2017,1,PowerShell,27769
2017,1,Jupyter Notebook,15407
2017,1,Rust,15404
2017,1,Objective-C,12983
2017,1,DM,12875
2017,1,Lua,12714
2017,1,Perl,10157
2017,1,R,9191
2017,1,Makefile,9000
2017,1,Kotlin,8960
2017,1,SCSS,8380
2017,1,Julia,8310
2017,1,Elixir,7506
2017,1,Groovy,7277
2017,1,Clojure,6518
2017,1,TeX,6512
2017,1,Haskell,5151
2017,1,CoffeeScript,5040
2017,1,Nix,4992
2017,1,Vue,4402
2017,1,Erlang,4199
2017,1,Dart,4007
2017,1,OCaml,3771
2017,1,Rich Text Format,3659
2017,1,Dockerfile,3225
2017,1,Vim Script,3155
2017,1,Puppet,2631
2017,1,XSLT,2543
2017,1,Emacs Lisp,2318
2017,1,MATLAB,2256
2017,1,Fortran,2112
2017,1,D,2019
2017,1,Jinja,1882
2017,1,HCL,1684
2017,1,Mustache,1622
2017,1,CMake,1610
2017,1,PLpgSQL,1385
2017,1,Pascal,1358
2017,1,Chapel,1351
2017,1,MAXScript,1342
2017,1,Visual Basic,1312
2017,1,ASP,1274
2017,1,SQF,1238
2017,1,Smarty,1212
2017,1,Elm,1193
2017,1,SaltStack,1104
2017,1,F#,1078
2017,1,Assembly,1058
2017,1,Less,1054
2017,1,Arduino,1025
2017,1,Modelica,1022
2017,1,Visual Basic .NET,994
2017,1,Gherkin,989
2017,1,Markdown,989
2017,1,Haxe,987
2017,1,PostScript,956
2017,1,TSQL,890
2017,1,Batchfile,820
2017,1,Roff,805
2017,1,Common Lisp,785
2017,1,Nim,748
2017,1,Apex,714
2017,1,Tcl,713
2017,1,FreeMarker,693
2017,1,Crystal,668
2017,1,Mathematica,664
2017,1,Handlebars,659
2017,1,GCC Machine Description,618
2017,1,Bicep,617
2017,1,Racket,554
2017,1,QML,553
2017,1,GLSL,538
2017,1,PLSQL,522
2017,1,Nunjucks,521
2017,1,RobotFramework,509
2017,1,EJS,501
2017,1,Sass,491
2017,1,YAML,466
2017,1,Coq,454
2017,1,Scheme,454
2017,1,Processing,437
2017,1,Haml,433
2017,1,Twig,412
2017,1,PureScript,398
2017,1,Smalltalk,398
2017,1,Objective-C++,391
2017,1,BitBake,382
2017,1,VHDL,359
2017,1,Stylus,350
2017,1,LLVM,344
2017,1,Starlark,340
2017,1,Standard ML,325
2017,1,Liquid,321
2017,1,Pug,314
2017,1,ColdFusion,302
2017,1,Vala,300
2017,1,Jsonnet,283
2017,1,RAML,279
2017,1,XQuery,279
2017,1,Ada,262
2017,1,Web Ontology Language,259
2017,1,GAP,253
2017,1,SQLPL,240
2017,1,AGS Script,236
2017,1,Isabelle,230
2017,1,Prolog,230
2017,1,Logos,219
2017,1,NSIS,216
2017,1,Nginx,214
2017,1,AutoHotkey,213
2017,1,AutoIt,209
2017,1,Raku,203
2017,1,WebAssembly,201
2017,1,KiCad Layout,185
2017,1,Cuda,184
2017,1,SourcePawn,184
